"state","allotment","pct","fy","program","fy25_allotment","base_total","hypothetical","account","total_earmarks","state_abbr","actual_total","difference","diff_as_pct","bar_color"
"Tennessee",7846000,0.0168,"FY24","DWSRF",18359000,1103833905,18544409.604,"STAG—Drinking Water State Revolving Fund",8762624,"TN",16608624,-1935785.604,-0.104386477937936,"Negative"
"Texas",37157000,0.0797,"FY24","DWSRF",86951000,1103833905,87975562.2285,"STAG—Drinking Water State Revolving Fund",13974765,"TX",51131765,-36843797.2285,-0.418795814374055,"Negative"
"Utah",4661000,0.01,"FY24","DWSRF",10906000,1103833905,11038339.05,"STAG—Drinking Water State Revolving Fund",15877841,"UT",20538841,9500501.95,0.860682201096187,"Positive"
"Vermont",4661000,0.01,"FY24","DWSRF",10906000,1103833905,11038339.05,"STAG—Drinking Water State Revolving Fund",5835000,"VT",10496000,-542339.050000001,-0.0491323058245797,"Negative"
"Virginia",6581000,0.0141,"FY24","DWSRF",15400000,1103833905,15564058.0605,"STAG—Drinking Water State Revolving Fund",11168770,"VA",17749770,2185711.9395,0.140433293875144,"Positive"
"Washington",10672000,0.0229,"FY24","DWSRF",24974000,1103833905,25277796.4245,"STAG—Drinking Water State Revolving Fund",13295848,"WA",23967848,-1309948.4245,-0.0518220972469878,"Negative"
"West Virginia",4661000,0.01,"FY24","DWSRF",10906000,1103833905,11038339.05,"STAG—Drinking Water State Revolving Fund",6922000,"WV",11583000,544660.949999999,0.0493426545001804,"Positive"
"Wisconsin",7980000,0.0171,"FY24","DWSRF",18674000,1103833905,18875559.7755,"STAG—Drinking Water State Revolving Fund",13319504,"WI",21299504,2423944.2245,0.128417077603506,"Positive"
"Wyoming",4661000,0.01,"FY24","DWSRF",10906000,1103833905,11038339.05,NA,0,"WY",4661000,-6377339.05,-0.577744443354456,"Negative"
"Alabama",9221000,0.0111817948108517,"FY24","CWSRF",17919000,1619480267,18108696.0458173,"STAG—Clean Water State Revolving Fund",1.3e+07,"AL",22221000,4112303.95418265,0.227090009340153,"Positive"
"Alaska",4935000,0.0059844005413245,"FY24","CWSRF",9591000,1619480267,9691618.58649914,"STAG—Clean Water State Revolving Fund",7697000,"AK",12632000,2940381.41350086,0.303394256311009,"Positive"
"Arizona",5570000,0.00675442979030952,"FY24","CWSRF",10824000,1619480267,10938665.7602432,"STAG—Clean Water State Revolving Fund",3769504,"AZ",9339504,-1599161.76024321,-0.146193493365104,"Negative"
"Arkansas",5394000,0.00654100436066957,"FY24","CWSRF",10483000,1619480267,10593027.4884653,"STAG—Clean Water State Revolving Fund",21500000,"AR",26894000,16300972.5115347,1.53883981980455,"Positive"
"California",58976000,0.0715169212411659,"FY24","CWSRF",114614000,1619480267,115820242.706661,"STAG—Clean Water State Revolving Fund",54499488,"CA",113475488,-2344754.70666131,-0.020244774590914,"Negative"
"Colorado",6596000,0.00799860303355145,"FY24","CWSRF",12819000,1619480267,12953579.7764029,"STAG—Clean Water State Revolving Fund",4259752,"CO",10855752,-2097827.77640291,-0.161949655046279,"Negative"
"Connecticut",10102000,0.012250134603538,"FY24","CWSRF",19632000,1619480267,19838851.2585237,"STAG—Clean Water State Revolving Fund",10720760,"CT",20822760,983908.74147632,0.0495950460364275,"Positive"
"Delaware",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",6225000,"DE",10273000,2323319.74910871,0.292253232304308,"Positive"
"Florida",27835000,0.0337539592842487,"FY24","CWSRF",54094000,1619480267,54663870.9939622,"STAG—Clean Water State Revolving Fund",33750914,"FL",61585914,6922043.00603776,0.126629213778189,"Positive"
"Georgia",13942000,0.0169066894320458,"FY24","CWSRF",27095000,1619480267,27380049.9154957,"STAG—Clean Water State Revolving Fund",19205807,"GA",33147807,5767757.08450434,0.210655462729456,"Positive"
"Hawaii",6387000,0.00774516033585402,"FY24","CWSRF",12412000,1619480267,12543134.3286667,"STAG—Clean Water State Revolving Fund",4835000,"HI",11222000,-1321134.32866667,-0.105327288542808,"Negative"
"Idaho",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",6750543,"ID",10798543,2848862.74910871,0.35836192893284,"Positive"
"Illinois",37295000,0.0452255761273956,"FY24","CWSRF",72478000,1619480267,73241928.1020234,"STAG—Clean Water State Revolving Fund",19727282,"IL",57022282,-16219646.1020234,-0.221453019088056,"Negative"
"Indiana",19873000,0.0240988838820145,"FY24","CWSRF",38621000,1619480267,39027666.9036469,"STAG—Clean Water State Revolving Fund",1919504,"IN",21792504,-17235162.9036469,-0.441613969551339,"Negative"
"Iowa",11160000,0.0135331124703508,"FY24","CWSRF",21689000,1619480267,21916608.5968248,"STAG—Clean Water State Revolving Fund",3750000,"IA",14910000,-7006608.59682481,-0.319694014969081,"Negative"
"Kansas",7443000,0.00902571291369367,"FY24","CWSRF",14465000,1619480267,14616963.959334,"STAG—Clean Water State Revolving Fund",2468752,"KS",9911752,-4705211.95933397,-0.321900770394207,"Negative"
"Kentucky",10495000,0.0127267038867681,"FY24","CWSRF",20396000,1619480267,20610645.8085732,"STAG—Clean Water State Revolving Fund",14709752,"KY",25204752,4594106.19142684,0.222899672047922,"Positive"
"Louisiana",9065000,0.0109926222709436,"FY24","CWSRF",17617000,1619480267,17802334.8503779,"STAG—Clean Water State Revolving Fund",3400000,"LA",12465000,-5337334.85037786,-0.299810945880763,"Negative"
"Maine",6383000,0.00774030975790765,"FY24","CWSRF",12405000,1619480267,12535278.913399,"STAG—Clean Water State Revolving Fund",44665514,"ME",51048514,38513235.086601,3.07238756733479,"Positive"
"Maryland",19944000,0.0241849816405625,"FY24","CWSRF",38759000,1619480267,39167100.5246482,"STAG—Clean Water State Revolving Fund",13835000,"MD",33779000,-5388100.52464821,-0.13756700017295,"Negative"
"Massachusetts",27997000,0.0339504076910764,"FY24","CWSRF",54410000,1619480267,54982015.3123033,"STAG—Clean Water State Revolving Fund",21267029,"MA",49264029,-5717986.31230325,-0.103997394053756,"Negative"
"Michigan",35457000,0.0429967355610421,"FY24","CWSRF",68906000,1619480267,69632364.7865248,"STAG—Clean Water State Revolving Fund",30410416,"MI",65867416,-3764948.78652485,-0.0540689490880746,"Negative"
"Minnesota",15156000,0.0183788398387668,"FY24","CWSRF",29455000,1619480267,29764168.4492363,"STAG—Clean Water State Revolving Fund",19927612,"MN",35083612,5319443.55076372,0.17871970990341,"Positive"
"Mississippi",7429000,0.0090087358908814,"FY24","CWSRF",14438000,1619480267,14589470.0058971,"STAG—Clean Water State Revolving Fund",28398000,"MS",35827000,21237529.9941029,1.45567522230202,"Positive"
"Missouri",22860000,0.0277210529634606,"FY24","CWSRF",44425000,1619480267,44893698.2547863,"STAG—Clean Water State Revolving Fund",2e+06,"MO",24860000,-20033698.2547863,-0.446247447494492,"Negative"
"Montana",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,NA,0,"MT",4048000,-3901680.25089129,-0.490797129916496,"Negative"
"Nebraska",4218000,0.00511493444443905,"FY24","CWSRF",8197000,1619480267,8283535.39976766,"STAG—Clean Water State Revolving Fund",10590240,"NE",14808240,6524704.60023234,0.787671481480643,"Positive"
"Nevada",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",16916509,"NV",20964509,13014828.7491087,1.63715122349097,"Positive"
"New Hampshire",8241000,0.00999340321399295,"FY24","CWSRF",16015000,1619480267,16184119.305236,"STAG—Clean Water State Revolving Fund",3955000,"NH",12196000,-3988119.30523596,-0.246421768773399,"Negative"
"New Jersey",33697000,0.0408624812646427,"FY24","CWSRF",65487000,1619480267,66175982.068746,"STAG—Clean Water State Revolving Fund",29597753,"NJ",63294753,-2881229.06874603,-0.0435388940016471,"Negative"
"New Mexico",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",7189008,"NM",11237008,3287327.74910871,0.413516977458325,"Positive"
"New York",91023000,0.110378539102934,"FY24","CWSRF",176887000,1619480267,178755865.97749,"STAG—Clean Water State Revolving Fund",51350304,"NY",142373304,-36382561.9774897,-0.203532129021552,"Negative"
"North Carolina",14882000,0.018046575249441,"FY24","CWSRF",28922000,1619480267,29226072.5034003,"STAG—Clean Water State Revolving Fund",16597768,"NC",31479768,2253695.49659975,0.0771124993389907,"Positive"
"North Dakota",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,NA,0,"ND",4048000,-3901680.25089129,-0.490797129916496,"Negative"
"Ohio",46422000,0.0562933823565078,"FY24","CWSRF",90217000,1619480267,91166021.8890503,"STAG—Clean Water State Revolving Fund",43454478,"OH",89876478,-1289543.8890503,-0.0141450055879337,"Negative"
"Oklahoma",6662000,0.00807863756966643,"FY24","CWSRF",12947000,1619480267,13083194.1283196,"STAG—Clean Water State Revolving Fund",12149000,"OK",18811000,5727805.87168038,0.437798737487361,"Positive"
"Oregon",9315000,0.0112957833925912,"FY24","CWSRF",18103000,1619480267,18293298.3046078,"STAG—Clean Water State Revolving Fund",20079504,"OR",29394504,11101205.6953922,0.60684549667,"Positive"
"Pennsylvania",32664000,0.0396098195099946,"FY24","CWSRF",63479000,1619480267,64147321.0758679,"STAG—Clean Water State Revolving Fund",16877276,"PA",49541276,-14606045.0758679,-0.227695324308136,"Negative"
"Puerto Rico",10755000,0.0130419914532817,"FY24","CWSRF",NA,1619480267,21121247.8009723,NA,0,NA,10755000,-10366247.8009723,-0.490797129916496,"Negative"
"Rhode Island",5537000,0.00671441252225203,"FY24","CWSRF",10761000,1619480267,10873858.5842849,"STAG—Clean Water State Revolving Fund",10866031,"RI",16403031,5529172.41571514,0.508483016664023,"Positive"
"South Carolina",8448000,0.0102444206227172,"FY24","CWSRF",16417000,1619480267,16590637.0453384,"STAG—Clean Water State Revolving Fund",14740000,"SC",23188000,6597362.95466165,0.397655794447952,"Positive"
"South Dakota",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",23600000,"SD",27648000,19698319.7491087,2.47787572926599,"Positive"
"Tennessee",11979000,0.0145262683048685,"FY24","CWSRF",23280000,1619480267,23525004.8728821,"STAG—Clean Water State Revolving Fund",1e+06,"TN",12979000,-10546004.8728821,-0.448289168477018,"Negative"
"Texas",37690000,0.0457045706995989,"FY24","CWSRF",73246000,1619480267,74017650.3597067,"STAG—Clean Water State Revolving Fund",29992264,"TX",67682264,-6335386.35970673,-0.0855929137025883,"Negative"
"Utah",4345000,0.00526894029423606,"FY24","CWSRF",8444000,1619480267,8532944.83451647,"STAG—Clean Water State Revolving Fund",750000,"UT",5095000,-3437944.83451647,-0.402902503319803,"Negative"
"Vermont",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,"STAG—Clean Water State Revolving Fund",4080000,"VT",8128000,178319.749108707,0.0224310592981037,"Positive"
"Virginia",16876000,0.0204645883557026,"FY24","CWSRF",32797000,1619480267,33141997.0143383,"STAG—Clean Water State Revolving Fund",15464013,"VA",32340013,-801984.014338307,-0.0241984215372219,"Negative"
"Washington",14340000,0.0173893219377089,"FY24","CWSRF",27869000,1619480267,28161663.7346297,"STAG—Clean Water State Revolving Fund",32389365,"WA",46729365,18567701.2653703,0.659325437599697,"Positive"
"West Virginia",12855000,0.0155885448751219,"FY24","CWSRF",24982000,1619480267,25245340.8165038,"STAG—Clean Water State Revolving Fund",22772000,"WV",35627000,10381659.1834962,0.411230700308441,"Positive"
"Wisconsin",22293000,0.0270334835395637,"FY24","CWSRF",43324000,1619480267,43780193.1405928,"STAG—Clean Water State Revolving Fund",8629621,"WI",30922621,-12857572.1405928,-0.293684682918205,"Negative"
"Wyoming",4048000,0.00490878488171866,"FY24","CWSRF",7867000,1619480267,7949680.25089129,NA,0,"WY",4048000,-3901680.25089129,-0.490797129916496,"Negative"
"Alabama",19257000,0.0177,"FY25","DWSRF",19257000,NA,19257000,NA,0,"AL",19257000,0,0,"Negative"
"Alaska",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"AK",10906000,0,0,"Negative"
"Arizona",19079000,0.0175,"FY25","DWSRF",19079000,NA,19079000,NA,0,"AZ",19079000,0,0,"Negative"
"Arkansas",13058000,0.012,"FY25","DWSRF",13058000,NA,13058000,NA,0,"AR",13058000,0,0,"Negative"
"California",117662000,0.1079,"FY25","DWSRF",117662000,NA,117662000,NA,0,"CA",117662000,0,0,"Negative"
"Colorado",19105000,0.0175,"FY25","DWSRF",19105000,NA,19105000,NA,0,"CO",19105000,0,0,"Negative"
"Connecticut",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"CT",10906000,0,0,"Negative"
"Delaware",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"DE",10906000,0,0,"Negative"
"Florida",39357000,0.0361,"FY25","DWSRF",39357000,NA,39357000,NA,0,"FL",39357000,0,0,"Negative"
"Georgia",29571000,0.0271,"FY25","DWSRF",29571000,NA,29571000,NA,0,"GA",29571000,0,0,"Negative"
"Hawaii",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"HI",10906000,0,0,"Negative"
"Idaho",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"ID",10906000,0,0,"Negative"
"Illinois",33096000,0.0303,"FY25","DWSRF",33096000,NA,33096000,NA,0,"IL",33096000,0,0,"Negative"
"Indiana",18713000,0.0172,"FY25","DWSRF",18713000,NA,18713000,NA,0,"IN",18713000,0,0,"Negative"
"Iowa",16397000,0.015,"FY25","DWSRF",16397000,NA,16397000,NA,0,"IA",16397000,0,0,"Negative"
"Kansas",12163000,0.0112,"FY25","DWSRF",12163000,NA,12163000,NA,0,"KS",12163000,0,0,"Negative"
"Kentucky",13277000,0.0122,"FY25","DWSRF",13277000,NA,13277000,NA,0,"KY",13277000,0,0,"Negative"
"Louisiana",14889000,0.0137,"FY25","DWSRF",14889000,NA,14889000,NA,0,"LA",14889000,0,0,"Negative"
"Maine",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"ME",10906000,0,0,"Negative"
"Maryland",22660000,0.0208,"FY25","DWSRF",22660000,NA,22660000,NA,0,"MD",22660000,0,0,"Negative"
"Massachusetts",23415000,0.0215,"FY25","DWSRF",23415000,NA,23415000,NA,0,"MA",23415000,0,0,"Negative"
"Michigan",24884000,0.0228,"FY25","DWSRF",24884000,NA,24884000,NA,0,"MI",24884000,0,0,"Negative"
"Minnesota",16497000,0.0151,"FY25","DWSRF",16497000,NA,16497000,NA,0,"MN",16497000,0,0,"Negative"
"Mississippi",13658000,0.0125,"FY25","DWSRF",13658000,NA,13658000,NA,0,"MS",13658000,0,0,"Negative"
"Missouri",17755000,0.0163,"FY25","DWSRF",17755000,NA,17755000,NA,0,"MO",17755000,0,0,"Negative"
"Montana",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"MT",10906000,0,0,"Negative"
"Nebraska",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"NE",10906000,0,0,"Negative"
"Nevada",11307000,0.0104,"FY25","DWSRF",11307000,NA,11307000,NA,0,"NV",11307000,0,0,"Negative"
"New Hampshire",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"NH",10906000,0,0,"Negative"
"New Jersey",19360000,0.0178,"FY25","DWSRF",19360000,NA,19360000,NA,0,"NJ",19360000,0,0,"Negative"
"New Mexico",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"NM",10906000,0,0,"Negative"
"New York",50941000,0.0467,"FY25","DWSRF",50941000,NA,50941000,NA,0,"NY",50941000,0,0,"Negative"
"North Carolina",30053000,0.0276,"FY25","DWSRF",30053000,NA,30053000,NA,0,"NC",30053000,0,0,"Negative"
"North Dakota",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"ND",10906000,0,0,"Negative"
"Ohio",24628000,0.0226,"FY25","DWSRF",24628000,NA,24628000,NA,0,"OH",24628000,0,0,"Negative"
"Oklahoma",15851000,0.0145,"FY25","DWSRF",15851000,NA,15851000,NA,0,"OK",15851000,0,0,"Negative"
"Oregon",16405000,0.015,"FY25","DWSRF",16405000,NA,16405000,NA,0,"OR",16405000,0,0,"Negative"
"Pennsylvania",35979000,0.033,"FY25","DWSRF",35979000,NA,35979000,NA,0,"PA",35979000,0,0,"Negative"
"Puerto Rico",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,NA,10906000,0,0,"Negative"
"Rhode Island",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"RI",10906000,0,0,"Negative"
"South Carolina",13631000,0.0125,"FY25","DWSRF",13631000,NA,13631000,NA,0,"SC",13631000,0,0,"Negative"
"South Dakota",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"SD",10906000,0,0,"Negative"
"Tennessee",18359000,0.0168,"FY25","DWSRF",18359000,NA,18359000,NA,0,"TN",18359000,0,0,"Negative"
"Texas",86951000,0.0797,"FY25","DWSRF",86951000,NA,86951000,NA,0,"TX",86951000,0,0,"Negative"
"Utah",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"UT",10906000,0,0,"Negative"
"Vermont",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"VT",10906000,0,0,"Negative"
"Virginia",15400000,0.0141,"FY25","DWSRF",15400000,NA,15400000,NA,0,"VA",15400000,0,0,"Negative"
"Washington",24974000,0.0229,"FY25","DWSRF",24974000,NA,24974000,NA,0,"WA",24974000,0,0,"Negative"
"West Virginia",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"WV",10906000,0,0,"Negative"
"Wisconsin",18674000,0.0171,"FY25","DWSRF",18674000,NA,18674000,NA,0,"WI",18674000,0,0,"Negative"
"Wyoming",10906000,0.01,"FY25","DWSRF",10906000,NA,10906000,NA,0,"WY",10906000,0,0,"Negative"
"Alabama",17919000,0.011181317172766,"FY25","CWSRF",17919000,NA,17919000,NA,0,"AL",17919000,0,0,"Negative"
"Alaska",9591000,0.00598470969384444,"FY25","CWSRF",9591000,NA,9591000,NA,0,"AK",9591000,0,0,"Negative"
"Arizona",10824000,0.00675409214119198,"FY25","CWSRF",10824000,NA,10824000,NA,0,"AZ",10824000,0,0,"Negative"
"Arkansas",10483000,0.00654131078308532,"FY25","CWSRF",10483000,NA,10483000,NA,0,"AR",10483000,0,0,"Negative"
"California",114614000,0.0715182480294325,"FY25","CWSRF",114614000,NA,114614000,NA,0,"CA",114614000,0,0,"Negative"
"Colorado",12819000,0.0079989566849538,"FY25","CWSRF",12819000,NA,12819000,NA,0,"CO",12819000,0,0,"Negative"
"Connecticut",19632000,0.0122502159013194,"FY25","CWSRF",19632000,NA,19632000,NA,0,"CT",19632000,0,0,"Negative"
"Delaware",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"DE",7867000,0,0,"Negative"
"Florida",54094000,0.0337542369073946,"FY25","CWSRF",54094000,NA,54094000,NA,0,"FL",54094000,0,0,"Negative"
"Georgia",27095000,0.0169070700818179,"FY25","CWSRF",27095000,NA,27095000,NA,0,"GA",27095000,0,0,"Negative"
"Hawaii",12412000,0.00774499183818134,"FY25","CWSRF",12412000,NA,12412000,NA,0,"HI",12412000,0,0,"Negative"
"Idaho",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"ID",7867000,0,0,"Negative"
"Illinois",72478000,0.0452257104775787,"FY25","CWSRF",72478000,NA,72478000,NA,0,"IL",72478000,0,0,"Negative"
"Indiana",38621000,0.0240992047842734,"FY25","CWSRF",38621000,NA,38621000,NA,0,"IN",38621000,0,0,"Negative"
"Iowa",21689000,0.013533767964737,"FY25","CWSRF",21689000,NA,21689000,NA,0,"IA",21689000,0,0,"Negative"
"Kansas",14465000,0.00902604793258887,"FY25","CWSRF",14465000,NA,14465000,NA,0,"KS",14465000,0,0,"Negative"
"Kentucky",20396000,0.0127269459822387,"FY25","CWSRF",20396000,NA,20396000,NA,0,"KY",20396000,0,0,"Negative"
"Louisiana",17617000,0.0109928715125073,"FY25","CWSRF",17617000,NA,17617000,NA,0,"LA",17617000,0,0,"Negative"
"Maine",12405000,0.00774062389241375,"FY25","CWSRF",12405000,NA,12405000,NA,0,"ME",12405000,0,0,"Negative"
"Maryland",38759000,0.0241853157151201,"FY25","CWSRF",38759000,NA,38759000,NA,0,"MD",38759000,0,0,"Negative"
"Massachusetts",54410000,0.0339514184591884,"FY25","CWSRF",54410000,NA,54410000,NA,0,"MA",54410000,0,0,"Negative"
"Michigan",68906000,0.0429968101516052,"FY25","CWSRF",68906000,NA,68906000,NA,0,"MI",68906000,0,0,"Negative"
"Minnesota",29455000,0.0183796917977466,"FY25","CWSRF",29455000,NA,29455000,NA,0,"MN",29455000,0,0,"Negative"
"Mississippi",14438000,0.00900920014177104,"FY25","CWSRF",14438000,NA,14438000,NA,0,"MS",14438000,0,0,"Negative"
"Missouri",44425000,0.0277208558178542,"FY25","CWSRF",44425000,NA,44425000,NA,0,"MO",44425000,0,0,"Negative"
"Montana",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"MT",7867000,0,0,"Negative"
"Nebraska",8197000,0.00511486449384244,"FY25","CWSRF",8197000,NA,8197000,NA,0,"NE",8197000,0,0,"Negative"
"Nevada",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"NV",7867000,0,0,"Negative"
"New Hampshire",16015000,0.00999323592398277,"FY25","CWSRF",16015000,NA,16015000,NA,0,"NH",16015000,0,0,"Negative"
"New Jersey",65487000,0.040863380640266,"FY25","CWSRF",65487000,NA,65487000,NA,0,"NJ",65487000,0,0,"Negative"
"New Mexico",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"NM",7867000,0,0,"Negative"
"New York",176887000,0.110376117570124,"FY25","CWSRF",176887000,NA,176887000,NA,0,"NY",176887000,0,0,"Negative"
"North Carolina",28922000,0.0180471039271576,"FY25","CWSRF",28922000,NA,28922000,NA,0,"NC",28922000,0,0,"Negative"
"North Dakota",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"ND",7867000,0,0,"Negative"
"Ohio",90217000,0.0562947090448925,"FY25","CWSRF",90217000,NA,90217000,NA,0,"OH",90217000,0,0,"Negative"
"Oklahoma",12947000,0.00807882769327536,"FY25","CWSRF",12947000,NA,12947000,NA,0,"OK",12947000,0,0,"Negative"
"Oregon",18103000,0.0112961317472282,"FY25","CWSRF",18103000,NA,18103000,NA,0,"OR",18103000,0,0,"Negative"
"Pennsylvania",63479000,0.0396104041972215,"FY25","CWSRF",63479000,NA,63479000,NA,0,"PA",63479000,0,0,"Negative"
"Rhode Island",10761000,0.00671478062928371,"FY25","CWSRF",10761000,NA,10761000,NA,0,"RI",10761000,0,0,"Negative"
"South Carolina",16417000,0.0102440808094927,"FY25","CWSRF",16417000,NA,16417000,NA,0,"SC",16417000,0,0,"Negative"
"South Dakota",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"SD",7867000,0,0,"Negative"
"Tennessee",23280000,0.0145265396384838,"FY25","CWSRF",23280000,NA,23280000,NA,0,"TN",23280000,0,0,"Negative"
"Texas",73246000,0.0457049365275081,"FY25","CWSRF",73246000,NA,73246000,NA,0,"TX",73246000,0,0,"Negative"
"Utah",8444000,0.00526899058021296,"FY25","CWSRF",8444000,NA,8444000,NA,0,"UT",8444000,0,0,"Negative"
"Vermont",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"VT",7867000,0,0,"Negative"
"Virginia",32797000,0.0204650739056424,"FY25","CWSRF",32797000,NA,32797000,NA,0,"VA",32797000,0,0,"Negative"
"Washington",27869000,0.0173900400852623,"FY25","CWSRF",27869000,NA,27869000,NA,0,"WA",27869000,0,0,"Negative"
"West Virginia",24982000,0.0155885744522596,"FY25","CWSRF",24982000,NA,24982000,NA,0,"WV",24982000,0,0,"Negative"
"Wisconsin",43324000,0.0270338403478382,"FY25","CWSRF",43324000,NA,43324000,NA,0,"WI",43324000,0,0,"Negative"
"Wyoming",7867000,0.00490894705051342,"FY25","CWSRF",7867000,NA,7867000,NA,0,"WY",7867000,0,0,"Negative"
"Alabama",6330747.9,0.0177,"FY26","DWSRF",19257000,NA,19257000,"STAG—Drinking Water State Revolving Fund",9682000,"AL",16012747.9,-3244252.1,-0.168471314327258,"Negative"
"Alaska",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",937868,"AK",4514561.73,-6391438.27,-0.586047888318357,"Negative"
"Arizona",6259214.03,0.0175,"FY26","DWSRF",19079000,NA,19079000,"STAG—Drinking Water State Revolving Fund",12350000,"AZ",18609214.03,-469785.969999999,-0.0246231967084228,"Negative"
"Arkansas",4292032.48,0.012,"FY26","DWSRF",13058000,NA,13058000,"STAG—Drinking Water State Revolving Fund",1.1e+07,"AR",15292032.48,2234032.48,0.171085348445397,"Positive"
"California",38592525.35,0.1079,"FY26","DWSRF",117662000,NA,117662000,"STAG—Drinking Water State Revolving Fund",54290000,"CA",92882525.35,-24779474.65,-0.210598788478863,"Negative"
"Colorado",6259214.03,0.0175,"FY26","DWSRF",19105000,NA,19105000,"STAG—Drinking Water State Revolving Fund",14982000,"CO",21241214.03,2136214.03,0.11181439570793,"Positive"
"Connecticut",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",3092000,"CT",6668693.73,-4237306.27,-0.388529824867046,"Negative"
"Delaware",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",1092000,"DE",4668693.73,-6237306.27,-0.571915117366587,"Negative"
"Florida",12911864.37,0.0361,"FY26","DWSRF",39357000,NA,39357000,"STAG—Drinking Water State Revolving Fund",13010000,"FL",25921864.37,-13435135.63,-0.341365846736286,"Negative"
"Georgia",9692840.01,0.0271,"FY26","DWSRF",29571000,NA,29571000,"STAG—Drinking Water State Revolving Fund",26011195,"GA",35704035.01,6133035.01,0.207400324980555,"Positive"
"Hawaii",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",7624000,"HI",11200693.73,294693.73,0.0270212479369155,"Positive"
"Idaho",3576693.73,0.01,"FY26","DWSRF",10906000,NA,10906000,"STAG—Drinking Water State Revolving Fund",1.3e+07,"ID",16576693.73,5670693.73,0.519960914175683,"Positive"
"Illinois",10837382,0.0303,"FY26","DWSRF",33096000,NA,33096000,"STAG—Drinking Water State Revolving Fund",43287007,"IL",54124389,21028389,0.635375543872371,"Positive"
"Indiana",6151913.22,0.0172,"FY26","DWSRF",18713000,NA,18713000,"STAG—Drinking Water State Revolving Fund",13316360,"IN",19468273.22,755273.219999999,0.0403608838775182,"Positive"
"Iowa",5365040.59,0.015,"FY26","DWSRF",16397000,NA,16397000,NA,0,"IA",5365040.59,-11031959.41,-0.672803525644935,"Negative"
"Kansas",4005896.98,0.0112,"FY26","DWSRF",12163000,NA,12163000,"STAG—Drinking Water State Revolving Fund",20750000,"KS",24755896.98,12592896.98,1.03534465016854,"Positive"
"Kentucky",4363566.35,0.0122,"FY26","DWSRF",13277000,NA,13277000,"STAG—Drinking Water State Revolving Fund",22655491,"KY",27019057.35,13742057.35,1.03502729155683,"Positive"
"Louisiana",4900070.41,0.0137,"FY26","DWSRF",14889000,NA,14889000,"STAG—Drinking Water State Revolving Fund",1750000,"LA",6650070.41,-8238929.59,-0.553356813083484,"Negative"
