program,type,fy,state_abbr,GEOID,NAME,population,B01003_001M,mhi,B19013_001M,below_poverty,B17001_002M,white_non_hispanic,B03002_003M,pct_below_poverty,pct_poc,place_name
DW,earmark,26,KS,2010375,"Caney city, Kansas",1450,305,39417,20171,196,121,1173,276,13.517241379310343,19.103448275862064,Caney
DW,earmark,26,KS,2031100,"Hays city, Kansas",21078,32,56861,2919,3927,495,18343,256,18.630799886137204,12.975614384666471,Hays
DW,earmark,26,KS,2061825,"Russell city, Kansas",4258,266,51347,3100,772,247,3749,257,18.130577736026304,11.95396899953029,Russell
DW,earmark,26,KS,2043950,"McPherson city, Kansas",13956,35,77746,6878,1568,497,11963,182,11.23531097735741,14.280596159357984,McPherson
DW,earmark,26,KY,2100694,"Albany city, Kentucky",1972,442,40301,6275,434,204,1801,453,22.008113590263694,8.67139959432049,Albany
DW,earmark,26,MA,2529405,"Haverhill city, Massachusetts",67387,43,87675,5683,7062,1082,43572,1526,10.479766126997788,35.34064433792868,Haverhill
DW,earmark,26,MD,2434150,"Gorman CDP, Maryland",262,259,72886,63916,161,234,262,259,61.45038167938931,0,Gorman
DW,earmark,26,MD,2452425,"Middletown town, Maryland",5108,30,159342,40293,78,51,4291,373,1.5270164447924823,15.994518402505875,Middletown
DW,earmark,26,ME,2340735,"Livermore Falls CDP, Maine",1250,389,34091,17249,243,125,1211,386,19.439999999999998,3.1200000000000045,Livermore Falls
DW,earmark,26,ME,2341575,"Lubec CDP, Maine",320,117,43750,17180,65,45,288,115,20.3125,10,Lubec
DW,earmark,26,ME,2355225,"Old Town city, Maine",7439,23,49329,3547,1569,440,6871,157,21.09154456244119,7.635434870278274,Old Town
DW,earmark,26,ME,2360825,"Presque Isle city, Maine",8736,23,57396,8436,1304,317,7918,183,14.926739926739927,9.36355311355311,Presque Isle
DW,earmark,26,MI,2634640,"Grayling city, Michigan",1638,253,31719,8222,387,120,1485,230,23.626373626373624,9.340659340659343,Grayling
DW,earmark,26,MI,2610620,"Brighton city, Michigan",7576,19,81772,8324,462,172,7112,184,6.098204857444562,6.124604012671597,Brighton
DW,earmark,26,MI,2621000,"Dearborn city, Michigan",107846,57,65192,2448,26094,2309,93797,1587,24.195612261929046,13.026908740240714,Dearborn
DW,earmark,26,MI,2633280,"Grand Blanc city, Michigan",7995,57,67284,17154,552,267,6032,521,6.904315196998125,24.55284552845528,Grand Blanc
DW,earmark,26,MI,2670840,"St. Ignace city, Michigan",2409,190,60735,7176,510,157,1141,170,21.170610211706105,52.635948526359485,St. Ignace
DW,earmark,26,MI,2665440,"Pontiac city, Michigan",61914,73,42791,3356,15454,1562,13882,1338,24.960428982136513,77.57857673547178,Pontiac
DW,earmark,26,MI,2607060,"Bellevue village, Michigan",1333,274,63095,8861,145,98,1146,248,10.877719429857464,14.028507126781705,Bellevue
DW,earmark,26,MN,2719160,"Elysian city, Minnesota",663,110,98571,16308,37,26,650,110,5.580693815987934,1.9607843137254974,Elysian
DW,earmark,26,MT,3065275,"St. Ignatius town, Montana",1053,199,50781,6368,163,82,568,120,15.479582146248813,46.058879392212724,St. Ignatius
DW,earmark,26,NC,3722920,"Fayetteville city, North Carolina",209692,87,56395,1391,34959,2199,72981,1479,16.6715945291189,65.19609713293784,Fayetteville
DW,earmark,26,NE,3118475,"Genoa city, Nebraska",788,134,62604,16493,94,46,747,134,11.928934010152284,5.203045685279179,Genoa
DW,earmark,26,NE,3129925,"McCook city, Nebraska",7360,16,51815,11747,1175,434,6569,187,15.964673913043478,10.747282608695656,McCook
DW,earmark,26,NE,3143475,"Santee village, Nebraska",235,58,41750,8887,84,30,7,8,35.74468085106383,97.02127659574468,Santee
DW,earmark,26,NE,3116760,"Farwell village, Nebraska",71,32,58125,18065,7,8,59,27,9.859154929577464,16.901408450704224,Farwell
DW,earmark,26,NJ,3429220,"Hamburg borough, New Jersey",3293,17,90655,15707,251,183,2105,329,7.622228970543578,36.076525964166414,Hamburg
DW,earmark,26,NJ,3432310,"Ho-Ho-Kus borough, New Jersey",4230,22,250001,NA,2,3,2975,375,0.04728132387706856,29.66903073286052,Ho-Ho-Kus
DW,earmark,26,NJ,3410270,"Cape May city, New Jersey",2789,18,57230,8190,196,131,2207,183,7.02760846181427,20.86769451416278,Cape May
DW,earmark,26,NJ,3425770,"Garfield city, New Jersey",32502,84,75701,5449,4589,1062,14422,1092,14.119131130391976,55.62734600947634,Garfield
DW,earmark,26,NJ,3436510,"Kearny town, New Jersey",40570,41,83212,5423,4811,992,13599,1179,11.858516144934681,66.48015775203352,Kearny
DW,earmark,26,NJ,3463000,"Ridgewood village, New Jersey",26076,44,217250,19391,942,360,17510,874,3.612517257248044,32.85013038809633,Ridgewood
DW,earmark,26,NM,3579840,"Truth or Consequences city, New Mexico",6026,18,29142,8243,2011,500,3481,276,33.37205443079987,42.233654165283774,Truth or Consequences
DW,earmark,26,NM,3560870,"Questa village, New Mexico",2112,717,41071,24382,233,130,341,186,11.032196969696969,83.85416666666666,Questa
DW,earmark,26,NY,3673000,"Syracuse city, New York",146211,65,45845,2047,38599,1965,72358,1634,26.399518504079722,50.51124744376278,Syracuse
DW,earmark,26,NY,3633139,"Hempstead village, New York",58569,41,82454,11937,8541,1642,2803,493,14.582799774624803,95.21419180795301,Hempstead
DW,earmark,26,NY,3639853,"Kiryas Joel village, New York",36572,20,43171,6061,14539,1735,35199,611,39.754456961609975,3.754238215027897,Kiryas Joel
DW,earmark,26,OH,3970814,"Scio village, Ohio",573,181,39167,7217,207,128,544,166,36.12565445026178,5.061082024432807,Scio
DW,earmark,26,OK,4022050,"Durant city, Oklahoma",19209,30,44753,2248,3693,488,12160,387,19.2253631110417,36.69634025717112,Durant
DW,earmark,26,OK,4023200,"Edmond city, Oklahoma",95618,90,102032,3543,7801,1199,71415,1521,8.158505720680207,25.3121797151164,Edmond
DW,earmark,26,OR,4105350,"Beaverton city, Oregon",97502,67,94279,3422,9582,1185,58772,1682,9.827490718139115,39.72226210744395,Beaverton
DW,earmark,26,OR,4133700,"Hermiston city, Oregon",19406,25,67128,7531,1794,471,8044,870,9.244563537050396,58.54890240131918,Hermiston
DW,earmark,26,OR,4146500,"Maupin city, Oregon",423,148,54792,26803,52,49,382,129,12.293144208037825,9.692671394799063,Maupin
DW,earmark,26,OR,4173700,"Tillamook city, Oregon",5229,26,57604,8758,507,213,3097,300,9.695926563396442,40.77261426659017,Tillamook
DW,earmark,26,PA,4211272,"Carlisle borough, Pennsylvania",21335,22,59742,4068,3207,656,15968,792,15.031638153269276,25.155847199437545,Carlisle
DW,earmark,26,PA,4244128,"Lock Haven city, Pennsylvania",8386,23,40131,6755,1767,411,7459,235,21.07083233961364,11.054137848795605,Lock Haven
DW,earmark,26,RI,4459000,"Providence city, Rhode Island",190214,61,66772,3364,35065,3110,64661,2140,18.43450008937302,66.00618251022533,Providence
DW,earmark,26,RI,4476820,"Westerly CDP, Rhode Island",18528,652,82333,8839,1091,332,16611,771,5.888385146804835,10.34650259067358,Westerly
DW,earmark,26,SC,4500550,"Aiken city, South Carolina",32334,45,69837,10415,5044,1041,19228,1144,15.599678357147276,40.533184882785925,Aiken
DW,earmark,26,SC,4540615,"Laurens city, South Carolina",9307,36,55207,14126,1972,675,5068,500,21.188352852691523,45.54636295261631,Laurens
DW,earmark,26,SC,4556140,"Pickens city, South Carolina",3386,18,58534,21381,514,204,2463,282,15.1801535735381,27.25930301240402,Pickens
DW,earmark,26,SC,4513150,"Chapin town, South Carolina",1410,236,77632,8925,73,32,1001,191,5.177304964539007,29.00709219858156,Chapin
DW,earmark,26,VA,5130208,"Galax city, Virginia",6698,NA,41438,9202,1503,367,5076,248,22.439534189310244,24.21618393550314,Galax
DW,earmark,26,VA,5187072,"Wise town, Virginia",2940,15,44234,11539,604,319,2783,139,20.54421768707483,5.340136054421777,Wise
DW,earmark,26,VT,5010675,"Burlington city, Vermont",44649,30,68854,4182,8549,917,37727,612,19.147125355551076,15.503146767004864,Burlington
DW,earmark,26,VT,5046000,"Montpelier city, Vermont",8038,24,79175,5998,580,199,7048,211,7.21572530480219,12.316496640955464,Montpelier
DW,earmark,26,WA,5311615,"Chelan city, Washington",4314,25,71996,23167,405,291,3232,351,9.388038942976356,25.081131200741765,Chelan
DW,earmark,26,WA,5347245,"Moses Lake city, Washington",25594,63,71854,8376,3893,959,13212,1516,15.210596233492224,48.37852621708213,Moses Lake
DW,earmark,26,WA,5357535,"Redmond city, Washington",75721,52,162099,7952,4352,737,35365,1654,5.747414851890493,53.29565114037057,Redmond
DW,earmark,26,WA,5368750,"Sunnyside city, Washington",16329,36,53350,6139,2811,791,1938,505,17.21477126584604,88.13154510380305,Sunnyside
DW,earmark,26,WA,5376405,"Washougal city, Washington",16945,34,100916,9686,2135,913,13798,618,12.599586898790205,18.571850103275295,Washougal
DW,earmark,26,WA,5348540,"Nespelem town, Washington",155,57,50938,39342,36,19,10,8,23.225806451612904,93.54838709677419,Nespelem
DW,earmark,26,WI,5555875,"Nekoosa city, Wisconsin",2439,300,43026,12289,452,216,2088,294,18.532185321853216,14.391143911439116,Nekoosa
DW,earmark,26,WI,5582650,"Vesper village, Wisconsin",482,111,58448,2937,27,13,462,108,5.601659751037345,4.149377593360995,Vesper
DW,earmark,26,WV,5462764,"Pennsboro city, West Virginia",1227,331,51348,3379,200,101,1205,328,16.299918500407497,1.792991035044821,Pennsboro
DW,earmark,26,WV,5435284,"Harpers Ferry town, West Virginia",342,134,111600,11931,8,10,335,133,2.3391812865497075,2.0467836257309955,Harpers Ferry
CW,earmark,26,AL,0132416,"Guntersville city, Alabama",8771,85,67448,10492,1474,240,7005,262,16.805381370425266,20.134534260631625,Guntersville
CW,earmark,26,CA,0665000,"San Bernardino city, California",221774,88,63988,2186,41880,3059,26089,1812,18.8840892079324,88.23622246070323,San Bernardino
CW,earmark,26,RI,4459000,"Providence city, Rhode Island",190214,61,66772,3364,35065,3110,64661,2140,18.43450008937302,66.00618251022533,Providence
DW,earmark,26,RI,4449960,"Newport city, Rhode Island",25029,33,83562,4047,3343,653,18417,597,13.356506452515083,26.41735586719406,Newport
DW,earmark,26,NV,3260600,"Reno city, Nevada",268959,101,78448,2663,32883,2033,156929,2246,12.226027015269986,41.65318877598444,Reno
DW,earmark,26,NV,3224900,"Fernley city, Nevada",23631,35,87991,11532,2671,734,16269,625,11.302949515466972,31.15399263679066,Fernley
DW,earmark,26,NV,3283730,"West Wendover city, Nevada",4507,11,47394,17572,731,471,1485,530,16.219214555136453,67.05125360550255,West Wendover
DW,earmark,26,NV,3222500,"Elko city, Nevada",20624,35,75630,11215,2475,584,12575,724,12.000581846392553,39.02734678044995,Elko
DW,earmark,26,NV,3226500,"Gardnerville Ranchos CDP, Nevada",12185,808,87971,11485,1151,602,9201,752,9.446040213377103,24.489125974558874,Gardnerville Ranchos
CW,earmark,26,AZ,0474190,"Tolleson city, Arizona",7233,15,55015,16967,2199,821,690,493,30.402322687681462,90.46038987971795,Tolleson
CW,earmark,26,MA,2544140,"Needham CDP, Massachusetts",32059,45,212241,12535,1177,397,25927,802,3.6713559374902527,19.127234162013778,Needham
DW,earmark,26,MA,2523000,"Fall River city, Massachusetts",93764,41,53933,3116,19362,1469,65120,1771,20.649716309031184,30.549038010323798,Fall River
DW,earmark,26,MA,2524855,"Foxborough CDP, Massachusetts",6356,992,83162,19322,543,224,4165,666,8.54310887350535,34.471365638766514,Foxborough
DW,earmark,26,MA,2560820,"Sharon CDP, Massachusetts",6022,678,183239,10869,190,139,4357,658,3.155097974094985,27.64862172035869,Sharon
CW,earmark,26,TX,4807000,"Beaumont city, Texas",113710,63,57530,2792,22070,1881,32158,1382,19.409022953126374,71.71928590273504,Beaumont
DW,earmark,26,OH,3910996,"Cambridge city, Ohio",10046,22,37900,6685,2922,604,8851,208,29.086203464065303,11.895281704160865,Cambridge
CW,earmark,26,OH,3976680,"Thornville village, Ohio",1608,382,100000,13425,45,37,1503,364,2.798507462686567,6.529850746268664,Thornville
DW,earmark,26,OH,3928658,"Fredericktown village, Ohio",2634,24,64668,18560,383,148,2554,55,14.540622627182993,3.03720577069096,Fredericktown
CW,earmark,26,OH,3945822,"McConnelsville village, Ohio",2158,422,45714,11596,285,79,1893,414,13.206672845227063,12.279888785912888,McConnelsville
DW,earmark,26,OH,3950372,"Millersburg village, Ohio",3170,17,46500,10761,460,252,3089,62,14.511041009463725,2.5552050473186085,Millersburg
DW,earmark,26,OH,3977924,"Tuscarawas village, Ohio",1331,329,73977,18897,181,124,1266,324,13.598797896318557,4.883546205860256,Tuscarawas
DW,earmark,26,OH,3974748,"Stockport village, Ohio",585,166,41429,19810,100,58,527,157,17.094017094017094,9.914529914529908,Stockport
DW,earmark,26,OH,3954866,"New Lexington village, Ohio",4479,513,43447,3232,1212,470,4340,520,27.059611520428668,3.103371288233987,New Lexington
CW,earmark,26,OH,3913778,"Chauncey village, Ohio",822,208,36356,7800,240,116,781,206,29.1970802919708,4.987834549878343,Chauncey
CW,earmark,26,OH,3939508,"Junction City village, Ohio",1025,257,51087,17562,260,153,994,247,25.365853658536587,3.0243902439024453,Junction City
DW,earmark,26,VT,5073450,"Troy CDP, Vermont",193,73,89313,6693,18,25,188,72,9.32642487046632,2.5906735751295287,Troy
CW,earmark,26,KY,2183676,"Winchester city, Kentucky",19133,27,57653,7225,2962,522,16155,277,15.481105942612242,15.564731092876187,Winchester
CW,earmark,26,KY,2143840,"Lancaster city, Kentucky",3960,25,45795,10023,953,314,3289,168,24.065656565656564,16.944444444444443,Lancaster
DW,earmark,26,WA,5357850,"Republic city, Washington",1043,188,53295,17796,196,99,891,173,18.79194630872483,14.57334611697027,Republic
DW,earmark,26,WA,5313855,"College Place city, Washington",9828,28,59768,11269,932,298,7050,425,9.483109483109484,28.266178266178272,College Place
CW,earmark,26,WA,5352950,"Palouse city, Washington",1131,237,92875,12377,33,18,930,219,2.9177718832891246,17.771883289124673,Palouse
CW,earmark,26,WA,5358725,"Ritzville city, Washington",1942,227,63277,7124,210,79,1468,214,10.813594232749743,24.40782698249228,Ritzville
DW,earmark,26,WA,5367210,"Springdale town, Washington",467,290,49722,12469,98,69,402,279,20.985010706638114,13.9186295503212,Springdale
DW,earmark,26,AK,0233140,"Homer city, Alaska",5750,48,73723,4899,665,141,4423,225,11.565217391304348,23.078260869565213,Homer
CW,earmark,26,CA,0611390,"Carmichael CDP, California",78070,2514,84376,3837,8618,1100,49843,2208,11.038811323171513,36.15601383373895,Carmichael
DW,earmark,26,CA,0664000,"Sacramento city, California",524802,252,83753,1595,74355,3990,158393,3227,14.168200578503892,69.81852203307153,Sacramento
DW,earmark,26,MI,2626360,"Escanaba city, Michigan",12374,35,40169,4278,2510,529,10686,460,20.284467431711654,13.641506384354301,Escanaba
CW,earmark,26,MI,2608100,"Beulah village, Michigan",229,61,46250,35416,38,25,210,58,16.593886462882097,8.296943231441048,Beulah
DW,earmark,26,MI,2678140,"Tawas City city, Michigan",1654,173,46797,9795,171,56,1456,172,10.33857315598549,11.970979443772663,Tawas City
CW,earmark,26,VA,5101000,"Alexandria city, Virginia",156788,NA,113638,3178,13037,1456,77751,564,8.315049621144475,50.41010791642218,Alexandria
CW,earmark,26,VA,5127200,"Falls Church city, Virginia",14593,NA,154734,17667,529,227,9996,217,3.625025697252107,31.50140478311519,Falls Church
CW,earmark,26,OK,4080550,"Wewoka city, Oklahoma",3112,23,37232,10189,737,150,1679,145,23.682519280205653,46.04755784061697,Wewoka
CW,earmark,26,OK,4005700,"Bethany city, Oklahoma",20606,50,55063,3976,3724,1012,11673,1160,18.072406095312047,43.35145103367951,Bethany
DW,earmark,26,OK,4040200,"Konawa city, Oklahoma",1193,167,32330,6142,328,94,671,118,27.49371332774518,43.75523889354568,Konawa
CW,earmark,26,OK,4082950,"Yukon city, Oklahoma",24802,35,76408,5150,2413,655,19121,850,9.729054108539634,22.90541085396339,Yukon
CW,earmark,26,OK,4066350,"Seminole city, Oklahoma",7161,28,37267,5022,2033,264,4190,204,28.38988968021226,41.48861890797375,Seminole
DW,earmark,26,OK,4058700,"Piedmont city, Oklahoma",7978,23,94882,13064,195,168,6105,695,2.4442216094259215,23.477061920280775,Piedmont
DW,earmark,26,OK,4069200,"Spencer city, Oklahoma",3942,20,57550,15689,636,296,1134,349,16.13394216133942,71.23287671232876,Spencer
CW,earmark,26,FL,1208800,"Brooksville city, Florida",9235,33,47796,7918,1982,511,5943,643,21.461829994585816,35.64699512723335,Brooksville
CW,earmark,26,FL,1215775,"Crystal River city, Florida",3443,22,52112,17234,775,423,2757,372,22.50943944234679,19.924484461225674,Crystal River
CW,earmark,26,FL,1229425,"Hernando CDP, Florida",8795,992,41564,7621,1669,655,7954,860,18.976691301876066,9.562251279135864,Hernando
DW,earmark,26,GA,1304084,"Attapulgus city, Georgia",744,321,40000,15029,400,259,166,96,53.76344086021505,77.68817204301075,Attapulgus
DW,earmark,26,GA,1308536,"Blakely city, Georgia",5276,27,52656,11547,1273,289,1334,257,24.128127369219104,74.71569370735406,Blakely
DW,earmark,26,CO,0812415,"Castle Rock town, Colorado",76614,74,143031,4739,2850,695,60806,1286,3.7199467460255304,20.633304617954934,Castle Rock
DW,earmark,26,CO,0869150,"Severance town, Colorado",9302,25,127257,10939,311,218,6703,647,3.3433670178456247,27.940227907976777,Severance
CW,earmark,26,CO,0843110,"Lamar city, Colorado",7629,43,58487,12612,1468,553,4026,214,19.242364661161357,47.22768383798663,Lamar
DW,earmark,26,CO,0846410,"Louviers CDP, Colorado",274,113,84000,34040,14,23,159,70,5.109489051094891,41.97080291970803,Louviers
DW,earmark,26,CO,0856475,"Ovid town, Colorado",378,103,40000,11618,40,27,300,93,10.582010582010582,20.634920634920633,Ovid
DW,earmark,26,CO,0840790,"Kiowa town, Colorado",704,156,62917,17063,174,110,487,136,24.71590909090909,30.82386363636364,Kiowa
DW,earmark,26,CO,0809555,"Brush city, Colorado",5299,15,73026,8805,708,334,3158,306,13.361011511605964,40.40384978297792,Brush
CW,earmark,26,CO,0886750,"Yuma city, Colorado",3427,28,52102,14244,732,440,1719,318,21.359789903705863,49.83950977531369,Yuma
DW,earmark,26,CO,0882460,"Walsh town, Colorado",403,91,21711,12899,129,71,379,87,32.00992555831266,5.955334987593048,Walsh
DW,earmark,26,OR,4134100,"Hillsboro city, Oregon",107050,43,103207,2576,8634,1356,56122,2010,8.065390004670716,47.57403082671649,Hillsboro
DW,earmark,26,IL,1780853,"West Salem village, Illinois",769,133,50500,14342,87,45,716,122,11.31339401820546,6.892067620286085,West Salem
CW,earmark,26,IL,1746058,"Maeystown village, Illinois",91,54,78750,66539,13,19,91,54,14.285714285714285,0,Maeystown
CW,earmark,26,IL,1701543,"Anna city, Illinois",4222,13,36238,4477,1265,363,3860,179,29.962103268593083,8.574135480814789,Anna
DW,earmark,26,IL,1764707,"Robinson city, Illinois",7005,322,67591,10179,451,215,5934,350,6.438258386866524,15.289079229122066,Robinson
CW,earmark,26,IL,1711618,"Casey city, Illinois",2258,247,48631,10631,353,143,2099,229,15.63330380868025,7.041629760850313,Casey
CW,earmark,26,IL,1771448,"Sparta city, Illinois",4070,41,63401,7792,755,314,3165,235,18.55036855036855,22.235872235872236,Sparta
CW,earmark,26,PA,4249400,"Milford borough, Pennsylvania",1275,231,75536,27408,115,88,1044,189,9.019607843137255,18.117647058823522,Milford
CW,earmark,26,PA,4250432,"Monroe borough, Pennsylvania",562,118,57250,22342,53,26,548,117,9.430604982206406,2.491103202846972,Monroe
CW,earmark,26,PA,4218048,"Dallas borough, Pennsylvania",2702,29,81364,21504,460,355,2419,120,17.024426350851222,10.473723168023682,Dallas
CW,earmark,26,OH,3978932,"University Heights city, Ohio",13508,36,98474,15341,1496,355,9408,504,11.074918566775244,30.352383772579216,University Heights
CW,earmark,26,OH,3916000,"Cleveland city, Ohio",367523,61,39187,1026,110170,3655,124183,2745,29.976355221305877,66.21082217983636,Cleveland
DW,earmark,26,CA,0654652,"Oxnard city, California",201014,62,93372,2699,21528,1973,25031,1290,10.709701811814103,87.5476334981643,Oxnard
DW,earmark,26,CA,0670042,"Santa Paula city, California",31202,40,77130,5651,4747,1100,4549,598,15.21376834818281,85.42080635856676,Santa Paula
DW,earmark,26,IL,1729639,"Glen Carbon village, Illinois",13521,497,92434,8883,731,398,11115,696,5.406404851712152,17.794541823829604,Glen Carbon
CW,earmark,26,TN,4740000,"Knoxville city, Tennessee",193721,80,50994,1992,37812,2084,136821,1795,19.518792490230798,29.372138281342757,Knoxville
CW,earmark,26,OR,4145900,"Marion CDP, Oregon",167,141,60921,46633,0,13,167,141,0,0,Marion
DW,earmark,26,OR,4105800,"Bend city, Oregon",101472,76,88792,4117,9556,1456,84471,1102,9.417376222011983,16.754375591296125,Bend
DW,earmark,26,OR,4131750,"Halsey city, Oregon",1637,511,106250,26692,108,114,1275,501,6.597434331093463,22.113622480146617,Halsey
DW,earmark,26,OR,4149450,"Molalla city, Oregon",10168,26,83996,10414,714,425,8655,464,7.022029897718332,14.880015735641223,Molalla
DW,earmark,26,OR,4155200,"Oregon City city, Oregon",37482,39,94648,4052,2585,575,32249,747,6.8966437223200465,13.961368123365887,Oregon City
CW,earmark,26,OH,3938920,"Jeffersonville village, Ohio",1252,256,33636,10824,490,188,1141,229,39.13738019169329,8.865814696485614,Jeffersonville
CW,earmark,26,OH,3918000,"Columbus city, Ohio",906480,134,65327,1025,157600,7112,468990,3977,17.385932397846616,48.262509928514696,Columbus
CW,earmark,26,GA,1362328,"Port Wentworth city, Georgia",11997,22,78861,18852,1172,827,4515,1045,9.769108943902642,62.365591397849464,Port Wentworth
DW,earmark,26,GA,1365296,"Rincon city, Georgia",11152,22,75250,7918,1348,538,7326,566,12.08751793400287,34.30774748923959,Rincon
CW,earmark,26,LA,2281165,"Westwego city, Louisiana",8382,17,49291,9988,1806,460,5281,502,21.546170365068004,36.99594368885707,Westwego
DW,earmark,26,TX,4829336,"Georgetown city, Texas",78803,62,91857,3711,5763,1154,52605,1850,7.3131733563443015,33.24492722358285,Georgetown
CW,earmark,26,TX,4846584,"Marble Falls city, Texas",7255,46,55511,5508,931,342,5042,440,12.832529290144729,30.50310130944176,Marble Falls
DW,earmark,26,TX,4829168,"Gatesville city, Texas",16058,34,54802,14822,701,274,8046,437,4.365425333167269,49.894133765101515,Gatesville
DW,earmark,26,TX,4831952,"Hamilton city, Texas",2904,30,46466,9289,583,284,2332,175,20.075757575757574,19.696969696969703,Hamilton
CW,earmark,26,TX,4865600,"San Marcos city, Texas",68920,48,51030,2149,16611,1332,31262,1588,24.10185722576901,54.640162507254786,San Marcos
DW,earmark,26,IL,1757381,"Palos Heights city, Illinois",11817,38,107974,11014,659,215,10185,433,5.5767115173055775,13.810611830413805,Palos Heights
CW,earmark,26,FL,1262275,"Ruskin CDP, Florida",30074,2131,76402,10097,3321,943,10735,994,11.042761189066969,64.30471503624393,Ruskin
CW,earmark,26,TX,4865000,"San Antonio city, Texas",1458954,118,62917,970,245359,7215,339450,4737,16.81745963203775,76.73333086581208,San Antonio
CW,earmark,26,FL,1249425,"North Lauderdale city, Florida",44650,69,63423,6953,6622,1454,3888,768,14.83090705487122,91.2922732362822,North Lauderdale
CW,earmark,26,FL,1238600,"Lake Park town, Florida",9005,33,69274,13763,1299,610,2184,634,14.425319267073847,75.74680732926151,Lake Park
DW,earmark,26,FL,1260975,"Riviera Beach city, Florida",38032,47,62152,5971,6474,1222,7605,931,17.022507362221287,80.00368111064367,Riviera Beach
DW,earmark,26,FL,1270675,"Tamarac city, Florida",71887,81,59216,2995,9217,1773,20924,1511,12.821511538943064,70.89320739493928,Tamarac
CW,earmark,26,CA,0644000,"Los Angeles city, California",3857897,75,80366,630,625774,9933,1092687,7947,16.220598942895574,71.67661552394996,Los Angeles
CW,earmark,26,AZ,0474400,"Tombstone city, Arizona",1022,192,54792,6953,120,76,810,160,11.741682974559687,20.743639921722107,Tombstone
DW,earmark,26,AZ,0444270,"Marana town, Arizona",54487,78,108256,4010,2933,711,33272,1325,5.382935379081249,38.93589296529447,Marana
CW,earmark,26,CA,0667042,"San Gabriel city, California",38764,75,87592,4355,4694,792,3809,544,12.109173459911258,90.17387266535961,San Gabriel
CW,earmark,26,MA,2540115,"Melrose city, Massachusetts",29488,40,126854,16309,1081,334,22668,1160,3.6658979924036896,23.128052088985356,Melrose
CW,earmark,26,MA,2501640,"Arlington CDP, Massachusetts",46015,25,141440,7057,2469,620,34595,1120,5.36564163859611,24.817994132348147,Arlington
DW,earmark,26,MA,2581035,"Woburn city, Massachusetts",41205,49,107754,6983,3193,639,30564,1247,7.749059580148041,25.82453585729887,Woburn
CW,earmark,26,SC,4553080,"Orangeburg city, South Carolina",13189,29,33066,6595,3275,661,3058,525,24.831298809614072,76.814011676397,Orangeburg
DW,earmark,26,OK,4049200,"Moore city, Oklahoma",63045,58,76941,3566,6647,1270,41649,1309,10.543262748830202,33.93766357363788,Moore
CW,earmark,26,KY,2158836,"Paducah city, Kentucky",26894,26,51243,6044,5569,775,18953,482,20.707220941473935,29.527032051758766,Paducah
CW,earmark,26,KY,2149368,"Madisonville city, Kentucky",19442,25,56902,6972,3895,775,15035,328,20.033947124781402,22.66742104721736,Madisonville
CW,earmark,26,KY,2123824,"Eddyville city, Kentucky",2945,344,58527,20750,222,106,2349,297,7.538200339558573,20.237691001697783,Eddyville
DW,earmark,26,KY,2135866,"Henderson city, Kentucky",27994,27,47176,3713,5348,776,22207,326,19.104093734371652,20.672286918625417,Henderson
CW,earmark,26,KY,2100298,"Adairville city, Kentucky",693,187,43661,12020,232,115,513,156,33.477633477633475,25.974025974025977,Adairville
CW,earmark,26,KY,2128918,"Franklin city, Kentucky",10254,41,55552,7137,1706,414,8144,275,16.637409791300957,20.57733567388337,Franklin
CW,earmark,26,NJ,3408920,"Burlington city, New Jersey",9904,32,78009,12295,1604,501,4152,496,16.195476575121162,58.07754442649434,Burlington
DW,earmark,26,NJ,3425200,"Freehold borough, New Jersey",12504,52,82183,13304,1727,569,4479,744,13.811580294305822,64.17946257197697,Freehold
DW,earmark,26,CA,0669000,"Santa Ana city, California",311639,89,88354,3481,34155,2260,27259,1654,10.959796431127042,91.25302032159004,Santa Ana
CW,earmark,26,CA,0686300,"Woodlake city, California",7651,29,46607,6891,1620,466,594,247,21.17370278394981,92.2363089792184,Woodlake
DW,earmark,26,CA,0619318,"Dinuba city, California",25201,37,59048,8624,7057,1435,2099,460,28.002857029482957,91.67096543787945,Dinuba
CW,earmark,26,MN,2745790,"Newport city, Minnesota",4460,21,63365,22960,465,161,3060,329,10.426008968609866,31.390134529147986,Newport
DW,earmark,26,MN,2727530,"Hastings city, Minnesota",22050,31,92940,5436,1219,306,18803,582,5.528344671201814,14.725623582766445,Hastings
CW,earmark,26,TX,4880044,"Woodbranch city, Texas",1776,631,87000,33659,494,588,781,182,27.815315315315313,56.02477477477478,Woodbranch
CW,earmark,26,TX,4849128,"Montgomery city, Texas",2272,44,78333,13592,184,139,1884,216,8.098591549295776,17.0774647887324,Montgomery
CW,earmark,26,TX,4830464,"Grand Prairie city, Texas",198564,92,78889,3847,23744,2546,39928,2522,11.957857416248666,79.89162184484599,Grand Prairie
DW,earmark,26,TX,4829840,"Glenn Heights city, Texas",17175,35,79739,14245,2029,967,3621,1004,11.8136826783115,78.91703056768559,Glenn Heights
CW,earmark,26,KS,2007975,"Bonner Springs city, Kansas",7735,24,81865,10689,963,549,5798,535,12.449903038138332,25.042016806722685,Bonner Springs
CW,earmark,26,KS,2052575,"Olathe city, Kansas",143720,63,112232,2986,7935,1140,105829,1764,5.5211522404675755,26.36445866963541,Olathe
CW,earmark,26,KS,2057725,"Princeton city, Kansas",208,80,66250,15706,17,18,171,68,8.173076923076923,17.788461538461547,Princeton
