program,type,fy,state_abbr,GEOID,NAME,population,B01003_001M,mhi,B19013_001M,below_poverty,B17001_002M,white_non_hispanic,B03002_003M,pct_below_poverty,pct_poc,place_name
DW,srf,25,VT,5066175,"South Burlington city, Vermont",20488,35,97229,9164,1638,484,16565,600,7.994923857868021,19.147793830534937,South Burlington
DW,srf,25,MS,2870240,"Starkville city, Mississippi",25611,26,39751,3497,7927,933,15080,734,30.951544258326503,41.1190504080278,Starkville
DW,srf,25,MS,2829460,"Grenada city, Mississippi",12484,22,42470,5448,3252,715,5039,522,26.049343159243833,59.63633450817046,Grenada
DW,srf,25,SD,4645060,"New Underwood city, South Dakota",538,181,54167,11506,107,99,421,167,19.888475836431226,21.74721189591078,New Underwood
DW,srf,25,LA,2248470,"Many town, Louisiana",2202,393,33000,11206,601,232,1060,282,27.293369663941867,51.86194368755677,Many
DW,srf,25,MS,2837600,"Kiln CDP, Mississippi",2454,647,70708,32199,449,323,2303,597,18.296658516707417,6.153219233903826,Kiln
DW,srf,25,MS,2808300,"Brandon city, Mississippi",25352,41,93073,5499,1930,843,18822,1228,7.612811612496055,25.75733669927422,Brandon
DW,srf,25,IA,1939000,"Irwin city, Iowa",297,80,47917,18002,38,21,276,80,12.794612794612794,7.070707070707073,Irwin
DW,srf,25,NV,3208600,"Cal-Nev-Ari CDP, Nevada",230,116,33594,31365,110,94,172,74,47.82608695652174,25.217391304347828,Cal-Nev-Ari
DW,srf,25,OR,4152000,"Neskowin CDP, Oregon",274,209,NA,NA,0,13,274,209,0,0,Neskowin
DW,srf,25,MN,2702872,"Aurora city, Minnesota",1897,175,42406,7522,384,160,1839,176,20.242488139167104,3.0574591460200367,Aurora
DW,srf,25,VA,5168000,"Roanoke city, Virginia",98677,NA,52671,2367,19062,1962,54810,380,19.317571470555446,44.45514152234057,Roanoke
DW,srf,25,DE,1021200,"Dover city, Delaware",39491,66,58336,3615,6232,1021,13819,998,15.780810817654656,65.0072168342154,Dover
DW,srf,25,IA,1954930,"Moville city, Iowa",1840,259,96250,11603,59,40,1426,230,3.206521739130435,22.5,Moville
DW,srf,25,WA,5336850,"LaCrosse town, Washington",362,151,31250,924,79,35,241,78,21.823204419889503,33.425414364640886,LaCrosse
DW,srf,25,NY,3682953,"Woodridge village, New York",954,348,58281,56047,182,160,537,284,19.07756813417191,43.710691823899374,Woodridge
DW,srf,25,TX,4835492,"Huntington city, Texas",4022,1243,62569,14608,550,360,3382,1189,13.674788662357038,15.912481352560917,Huntington
DW,srf,25,SD,4628140,"Henry town, South Dakota",246,100,27254,13141,9,12,246,100,3.6585365853658534,0,Henry
DW,srf,25,CA,0617428,"Crows Landing CDP, California",306,253,41667,24477,65,61,41,40,21.241830065359476,86.60130718954248,Crows Landing
DW,srf,25,VA,5101672,"Amherst town, Virginia",2124,347,71313,20371,125,65,1767,337,5.885122410546139,16.80790960451978,Amherst
DW,srf,25,MO,2945596,"Maitland city, Missouri",395,90,47188,18565,63,46,336,74,15.949367088607595,14.936708860759495,Maitland
DW,srf,25,TX,4867904,"Silverton city, Texas",493,135,41346,8168,42,25,251,87,8.519269776876268,49.08722109533469,Silverton
DW,srf,25,WI,5575400,"Spencer village, Wisconsin",1621,237,74245,5819,36,26,1588,235,2.2208513263417644,2.035780382479942,Spencer
DW,srf,25,WI,5504475,"Balsam Lake village, Wisconsin",819,108,48468,4313,117,40,757,114,14.285714285714285,7.570207570207572,Balsam Lake
DW,srf,25,WI,5504775,"Barneveld village, Wisconsin",1485,198,112375,11765,52,33,1304,174,3.5016835016835017,12.188552188552194,Barneveld
DW,srf,25,WI,5565100,"Prairie du Sac village, Wisconsin",4385,56,92672,13350,448,216,3900,209,10.216647662485746,11.06043329532497,Prairie du Sac
DW,srf,25,WI,5566875,"Reedsville village, Wisconsin",1195,154,75417,10823,125,52,1058,156,10.460251046025103,11.46443514644352,Reedsville
DW,srf,25,IN,1837764,"Jasonville city, Indiana",2269,319,36607,7071,621,248,2238,319,27.36888497135302,1.3662406346408176,Jasonville
DW,srf,25,WI,5565375,"Prescott city, Wisconsin",4376,22,82730,18887,97,87,3761,199,2.216636197440585,14.053930530164536,Prescott
DW,srf,25,SD,4602780,"Aurora town, South Dakota",1407,293,90612,10314,29,19,1258,277,2.061122956645345,10.589907604832987,Aurora
DW,srf,25,WI,5577200,"Stevens Point city, Wisconsin",25497,119,56218,5893,3686,449,22444,407,14.45660273757697,11.97395772051614,Stevens Point
DW,srf,25,NV,3243000,"Lovelock city, Nevada",1611,397,41350,15557,290,117,895,237,18.001241464928615,44.44444444444444,Lovelock
DW,srf,25,NH,3352500,"Newport CDP, New Hampshire",5185,416,75849,13711,640,267,4890,432,12.343297974927676,5.689488910318232,Newport
DW,srf,25,WI,5514575,"Chippewa Falls city, Wisconsin",14643,92,62133,6757,1725,596,13147,317,11.78037287441098,10.216485692822502,Chippewa Falls
DW,srf,25,WI,5540850,"Ladysmith city, Wisconsin",3152,23,40104,13564,574,264,2960,68,18.210659898477157,6.09137055837563,Ladysmith
DW,srf,25,WI,5549450,"Markesan city, Wisconsin",1276,173,61250,12113,267,115,1074,153,20.924764890282134,15.830721003134798,Markesan
DW,srf,25,WI,5506500,"Beloit city, Wisconsin",36554,45,59975,3693,5876,813,21135,828,16.074848169830936,42.1814302128358,Beloit
DW,srf,25,WI,5537825,"Janesville city, Wisconsin",65813,54,71664,3870,6241,799,56140,1005,9.482928904623707,14.697704101013471,Janesville
DW,srf,25,AR,0533190,"Hope city, Arkansas",8787,26,44353,7337,1761,547,2857,384,20.0409696142028,67.48605895072265,Hope
DW,srf,25,WI,5505900,"Beaver Dam city, Wisconsin",16629,59,68757,4975,911,262,13803,388,5.4783811413795185,16.994407360635037,Beaver Dam
DW,srf,25,WI,5575625,"Spooner city, Wisconsin",2203,225,44474,18039,441,126,1865,253,20.01815705855651,15.342714480254187,Spooner
DW,srf,25,WI,5501750,"Amherst village, Wisconsin",1033,174,56833,15756,80,41,985,172,7.744433688286543,4.646660212971938,Amherst
DW,srf,25,WA,5374305,"Vashon CDP, Washington",10424,961,115750,14695,962,422,8886,896,9.228702993092863,14.754412893323092,Vashon
DW,srf,25,WI,5530425,"Granton village, Wisconsin",368,95,60625,9549,97,54,302,77,26.358695652173914,17.934782608695656,Granton
DW,srf,25,WA,5315115,"Coulee Dam town, Washington",1457,222,67868,15555,175,55,705,145,12.010981468771448,51.61290322580645,Coulee Dam
DW,srf,25,SD,4663620,"Timber Lake city, South Dakota",677,144,58000,8905,117,58,315,89,17.2821270310192,53.4711964549483,Timber Lake
DW,srf,25,MO,2955388,"Osceola city, Missouri",955,218,32245,14633,263,106,809,200,27.53926701570681,15.287958115183244,Osceola
DW,srf,25,CA,0669112,"Santa Cruz city, California",60953,55,111427,6728,9106,1271,36374,1187,14.93937952192673,40.32451232917166,Santa Cruz
DW,srf,25,IA,1901630,"Altoona city, Iowa",20592,28,87123,9514,1460,631,17389,787,7.09013209013209,15.55458430458431,Altoona
DW,srf,25,NM,3528460,"Gallup city, New Mexico",21333,27,57466,4424,5852,1093,3753,370,27.431678619978438,82.40753761777528,Gallup
DW,srf,25,IA,1947730,"Lytton city, Iowa",325,116,45250,21800,30,19,297,115,9.230769230769232,8.615384615384613,Lytton
DW,srf,25,IA,1945840,"Little Sioux city, Iowa",122,50,NA,NA,34,20,113,50,27.86885245901639,7.377049180327873,Little Sioux
DW,srf,25,CO,0848115,"Mancos town, Colorado",1016,245,62361,8123,82,49,863,233,8.070866141732283,15.059055118110237,Mancos
DW,srf,25,OR,4101000,"Albany city, Oregon",56773,66,73809,4084,7464,1153,43549,888,13.147094569601748,23.292762404664188,Albany
DW,srf,25,CA,0681344,"Upland city, California",78940,76,101407,3564,7065,1007,28171,1707,8.94983531796301,64.3134025842412,Upland
DW,srf,25,PA,4205384,"Bellwood borough, Pennsylvania",1586,219,55750,14054,261,164,1505,218,16.456494325346785,5.107187894073135,Bellwood
DW,srf,25,UT,4901905,"Apple Valley town, Utah",1399,435,89375,26209,113,66,1315,436,8.077197998570407,6.004288777698349,Apple Valley
DW,srf,25,GA,1313352,"Carnesville city, Georgia",717,261,65000,14392,66,63,600,256,9.205020920502092,16.317991631799174,Carnesville
DW,srf,25,CT,0915420,"Clinton CDP, Connecticut",3547,433,83333,17110,440,220,2979,390,12.40484916831125,16.01353256272907,Clinton
DW,srf,25,SC,4541335,"Lexington town, South Carolina",24132,36,83263,7318,1705,486,17674,724,7.065307475551136,26.761147024697493,Lexington
DW,srf,25,MD,2456450,"North East town, Maryland",4095,22,87510,11906,653,387,3408,322,15.946275946275945,16.776556776556774,North East
DW,srf,25,VT,5041200,"Ludlow village, Vermont",755,154,53654,13155,69,30,726,152,9.13907284768212,3.841059602649011,Ludlow
DW,srf,25,SD,4620980,"Faith city, South Dakota",327,133,39583,22484,67,53,313,129,20.489296636085626,4.281345565749234,Faith
DW,srf,25,NE,3116445,"Fairfield city, Nebraska",339,68,59500,18013,35,18,327,65,10.32448377581121,3.5398230088495666,Fairfield
DW,srf,25,MO,2910432,"Caledonia village, Missouri",235,117,60156,22398,39,43,224,120,16.595744680851062,4.680851063829778,Caledonia
DW,srf,25,OR,4113750,"Clatskanie city, Oregon",2198,616,81307,25966,207,86,1983,588,9.417652411282983,9.781619654231122,Clatskanie
DW,srf,25,SC,4530850,"Greenville city, South Carolina",71755,77,68460,2914,9542,978,47753,1155,13.298028011985227,33.449933802522466,Greenville
DW,srf,25,KS,2079300,"Williamsburg city, Kansas",383,117,57708,19284,8,6,367,115,2.088772845953003,4.177545691906005,Williamsburg
DW,srf,25,SD,4659940,"South Shore town, South Dakota",232,84,56667,13163,60,47,226,81,25.862068965517242,2.5862068965517295,South Shore
DW,srf,25,HI,1545200,"Lihue CDP, Hawaii",7847,1027,77420,37223,489,194,1387,320,6.231680897158149,82.32445520581113,Lihue
DW,srf,25,MS,2842440,"Lucedale city, Mississippi",2944,16,38468,7501,834,253,1786,225,28.328804347826086,39.33423913043478,Lucedale
DW,srf,25,MN,2750164,"Pelican Rapids city, Minnesota",2589,19,65482,20013,433,208,1563,206,16.72460409424488,39.62920046349942,Pelican Rapids
DW,srf,25,NC,3752660,"Pittsboro town, North Carolina",4640,27,64792,21181,466,251,3246,472,10.043103448275863,30.043103448275872,Pittsboro
DW,srf,25,IA,1935940,"Hiawatha city, Iowa",7178,30,67628,18923,1109,447,5807,438,15.44998606854277,19.10002786291446,Hiawatha
DW,srf,25,CO,0818420,"Crestone town, Colorado",31,32,8839,238,28,33,31,32,90.32258064516128,0,Crestone
DW,srf,25,NY,3675671,"Tupper Lake village, New York",3072,447,54613,5059,675,335,2921,446,21.97265625,4.915364583333343,Tupper Lake
DW,srf,25,CA,0619318,"Dinuba city, California",25201,37,59048,8624,7057,1435,2099,460,28.002857029482957,91.67096543787945,Dinuba
DW,srf,25,TX,4808536,"Blanco city, Texas",2336,360,67292,13941,225,150,1853,334,9.631849315068493,20.676369863013704,Blanco
DW,srf,25,KS,2057625,"Pratt city, Kansas",6559,43,63512,5455,614,166,5389,133,9.361183107180974,17.8380850739442,Pratt
DW,srf,25,NY,3676540,"Utica city, New York",64440,55,51513,2519,17224,1543,34774,1054,26.728739913097456,46.036623215394165,Utica
DW,srf,25,NY,3657177,"Penn Yan village, New York",4800,410,51466,8933,611,219,4290,442,12.729166666666666,10.625,Penn Yan
DW,srf,25,NY,3673000,"Syracuse city, New York",146211,65,45845,2047,38599,1965,72358,1634,26.399518504079722,50.51124744376278,Syracuse
DW,srf,25,NY,3604759,"Bath village, New York",5595,33,45514,3460,1041,253,5218,174,18.605898123324398,6.738159070598755,Bath
DW,srf,25,NY,3659564,"Potsdam village, New York",8507,21,32061,8009,1221,395,6932,211,14.352885858704594,18.514164805454342,Potsdam
DW,srf,25,IN,1808470,"Brownstown town, Indiana",3020,22,62222,4806,263,145,3007,29,8.70860927152318,0.4304635761589424,Brownstown
DW,srf,25,NY,3603078,"Auburn city, New York",26475,21,49377,3074,4908,768,21577,449,18.53824362606232,18.50047214353164,Auburn
DW,srf,25,WY,5655200,"Mountain View CDP, Wyoming",0,13,NA,NA,0,13,0,13,NA,NA,Mountain View
DW,srf,25,NY,3642741,"Little Falls city, New York",4567,21,51763,6554,1276,449,3935,202,27.939566455003284,13.838405955769645,Little Falls
DW,srf,25,WV,5460364,"Oceana town, West Virginia",1421,486,47548,22093,379,295,1354,477,26.671358198451795,4.7149894440534865,Oceana
DW,srf,25,NY,3635969,"Hudson city, New York",5900,42,55394,10407,1224,395,3851,395,20.74576271186441,34.728813559322035,Hudson
DW,srf,25,WI,5553000,"Milwaukee city, Wisconsin",569756,49,51888,888,129368,4626,183984,2523,22.705860052373296,67.70828214182913,Milwaukee
DW,srf,25,WI,5569725,"Rothschild village, Wisconsin",5532,23,87250,10125,528,234,4964,234,9.544468546637743,10.26753434562545,Rothschild
DW,srf,25,IL,1761977,"Prophetstown city, Illinois",1828,247,66797,9820,181,96,1682,246,9.901531728665208,7.986870897155356,Prophetstown
DW,srf,25,WI,5554075,"Montreal city, Wisconsin",800,124,66750,16837,105,53,727,117,13.125,9.125,Montreal
DW,srf,25,WI,5586025,"Weston village, Wisconsin",15784,33,75565,6709,1198,343,13264,534,7.589964521033958,15.965534718702486,Weston
DW,srf,25,WI,5504625,"Baraboo city, Wisconsin",12506,104,73515,4193,1029,286,11222,312,8.228050535742844,10.267071805533348,Baraboo
DW,srf,25,IL,1720162,"Dixon city, Illinois",15166,458,58371,2842,2267,444,11613,482,14.947909798232889,23.427403402347352,Dixon
DW,srf,25,WI,5583925,"Waterloo city, Wisconsin",3542,19,78103,21369,567,299,2788,187,16.007905138339922,21.28740824392999,Waterloo
DW,srf,25,WI,5508375,"Bloomington village, Wisconsin",716,98,70192,7724,65,34,680,93,9.078212290502794,5.02793296089385,Bloomington
DW,srf,25,WI,5513375,"Cedarburg city, Wisconsin",12317,29,82110,9996,477,182,11221,310,3.872696273443209,8.898270682796138,Cedarburg
DW,srf,25,WI,5550425,"Medford city, Wisconsin",4331,26,53173,7740,342,139,4087,81,7.89655968598476,5.633802816901408,Medford
DW,srf,25,VA,5128544,"Floyd town, Virginia",510,154,62283,23363,69,66,451,122,13.529411764705882,11.5686274509804,Floyd
DW,srf,25,SD,4607580,"Brookings city, South Dakota",23710,40,61979,5607,3309,663,20493,242,13.956136651202025,13.568114719527628,Brookings
DW,srf,25,UT,4937060,"Huntsville town, Utah",493,131,83500,52385,45,44,481,129,9.1277890466531435,2.43407707910751,Huntsville
DW,srf,25,NJ,3408920,"Burlington city, New Jersey",9904,32,78009,12295,1604,501,4152,496,16.195476575121162,58.07754442649434,Burlington
DW,srf,25,SD,4630740,"Hudson town, South Dakota",405,121,70000,30377,58,54,384,109,14.320987654320987,5.185185185185176,Hudson
DW,srf,25,ID,1627640,"Fernwood CDP, Idaho",130,174,NA,NA,0,12,130,174,0,0,Fernwood
DW,srf,25,WI,5512325,"Campbellsport village, Wisconsin",2053,316,74833,11670,169,47,1836,296,8.231855820750123,10.56989771066732,Campbellsport
DW,srf,25,SD,4658180,"Seneca town, South Dakota",26,19,40750,20478,5,8,26,19,19.230769230769234,0,Seneca
DW,srf,25,GA,1316656,"Clayton city, Georgia",2420,465,57802,12691,534,237,1950,363,22.066115702479337,19.421487603305792,Clayton
DW,srf,25,VA,5164560,"Prince George CDP, Virginia",2066,651,71831,20197,315,276,971,361,15.246853823814133,53.000968054211036,Prince George
DW,srf,25,MO,2957422,"Piedmont city, Missouri",2857,587,37868,10580,1236,561,2738,580,43.26216310815541,4.165208260413024,Piedmont
DW,srf,25,GA,1354264,"Nashville city, Georgia",4918,16,41090,7402,997,324,3121,302,20.27246848312322,36.539243594957306,Nashville
DW,srf,25,GA,1306016,"Baxley city, Georgia",4971,18,30421,4762,1375,414,2677,349,27.660430496881915,46.14765640716154,Baxley
DW,srf,25,GA,1304084,"Attapulgus city, Georgia",744,321,40000,15029,400,259,166,96,53.76344086021505,77.68817204301075,Attapulgus
DW,srf,25,GA,1332748,"Gibson city, Georgia",985,263,36917,9774,223,129,706,249,22.63959390862944,28.324873096446694,Gibson
DW,srf,25,FL,1238950,"Lake Wales city, Florida",16365,42,55799,11695,3893,814,7787,1008,23.78857317445768,52.416743049190345,Lake Wales
DW,srf,25,SC,4532560,"Hartsville city, South Carolina",7422,36,47720,5162,1624,465,3607,472,21.880894637564,51.4012395580706,Hartsville
DW,srf,25,VA,5147144,"Louisa town, Virginia",2249,403,55202,9703,326,140,1428,308,14.495331258337037,36.5051133837261,Louisa
DW,srf,25,GA,1308536,"Blakely city, Georgia",5276,27,52656,11547,1273,289,1334,257,24.128127369219104,74.71569370735406,Blakely
DW,srf,25,GA,1331684,"Funston city, Georgia",825,316,54861,24803,62,36,501,242,7.515151515151515,39.27272727272727,Funston
DW,srf,25,CO,0835070,"Hayden town, Colorado",2010,272,97917,31889,156,95,1613,276,7.761194029850746,19.75124378109453,Hayden
DW,srf,25,MI,2655820,"Mount Clemens city, Michigan",15567,29,57663,8020,2055,510,10065,757,13.201002119868955,35.34399691655426,Mount Clemens
DW,srf,25,MI,2643300,"Kingsford city, Michigan",5138,29,61108,3356,487,230,4668,155,9.478396263137407,9.147528221097701,Kingsford
DW,srf,25,MI,2601540,"Alma city, Michigan",9421,26,50506,9064,1720,405,7626,309,18.257085235113045,19.053179068039483,Alma
DW,srf,25,MI,2637860,"Hesperia village, Michigan",1007,196,44271,12475,181,60,922,182,17.974180734856006,8.440913604766635,Hesperia
DW,srf,25,MI,2600980,"Albion city, Michigan",7608,39,40040,3573,1642,414,4277,454,21.58254468980021,43.78286014721346,Albion
DW,srf,25,MI,2663540,"Pentwater village, Michigan",885,165,76688,8994,101,53,873,163,11.412429378531073,1.355932203389827,Pentwater
DW,srf,25,MI,2661320,"Oscoda CDP, Michigan",757,200,37188,13976,109,74,674,171,14.398943196829592,10.96433289299867,Oscoda
DW,srf,25,MI,2676120,"Standish city, Michigan",1616,231,35114,6900,347,110,1507,214,21.472772277227723,6.745049504950501,Standish
DW,srf,25,IA,1955965,"Newell city, Iowa",924,195,66406,17066,40,22,815,197,4.329004329004329,11.796536796536799,Newell
DW,srf,25,IA,1974370,"Spillville city, Iowa",409,102,42750,16282,69,53,351,88,16.87041564792176,14.180929095354529,Spillville
DW,srf,25,MI,2657080,"Newaygo city, Michigan",2486,23,41934,9687,517,200,2093,121,20.79646017699115,15.808527755430418,Newaygo
DW,srf,25,NJ,3470380,"Stanhope borough, New Jersey",3551,28,134583,17628,90,69,2838,199,2.5344973246972686,20.07885102787948,Stanhope
DW,srf,25,OH,3986492,"Woodville village, Ohio",1940,338,82813,13554,40,28,1772,299,2.0618556701030926,8.659793814432987,Woodville
DW,srf,25,MI,2610160,"Breckenridge village, Michigan",1411,160,56779,6839,185,89,1245,162,13.111268603827073,11.764705882352942,Breckenridge
DW,srf,25,PA,4226512,"Ford City borough, Pennsylvania",2833,16,56451,11343,411,161,2777,47,14.507589128132722,1.9767031415460679,Ford City
DW,srf,25,AZ,0462280,"St. David CDP, Arizona",1112,478,45417,21885,53,39,818,361,4.766187050359712,26.438848920863308,St. David
DW,srf,25,MO,2928108,"Granby city, Missouri",2345,466,45655,14772,515,272,2069,457,21.961620469083158,11.769722814498934,Granby
DW,srf,25,FL,1224100,"Fort Meade city, Florida",5172,32,35131,7745,1238,367,2688,316,23.936581593194123,48.027842227378194,Fort Meade
DW,srf,25,VA,5176256,"Stuart town, Virginia",1681,327,41500,20404,228,110,1318,305,13.56335514574658,21.59428911362285,Stuart
DW,srf,25,KS,2063750,"Sedan city, Kansas",1066,142,48854,7538,246,91,857,121,23.076923076923077,19.606003752345217,Sedan
DW,srf,25,IN,1810954,"Cayuga town, Indiana",1135,282,52393,5661,136,65,1109,283,11.98237885462555,2.290748898678416,Cayuga
DW,srf,25,MS,2877480,"Walnut town, Mississippi",633,221,27396,14453,208,114,520,178,32.859399684044234,17.851500789889414,Walnut
DW,srf,25,AK,0233140,"Homer city, Alaska",5750,48,73723,4899,665,141,4423,225,11.565217391304348,23.078260869565213,Homer
DW,srf,25,AL,0137000,"Huntsville city, Alabama",218814,61,70778,1787,28747,2142,122705,2238,13.137642015593151,43.92269233230049,Huntsville
DW,srf,25,AL,0137312,"Ider town, Alabama",871,236,42500,14886,202,160,834,234,23.19173363949483,4.247990815154992,Ider
DW,srf,25,KY,2158620,"Owensboro city, Kentucky",60112,34,53295,2918,11540,1222,48191,732,19.197498003726377,19.83131487889274,Owensboro
DW,srf,25,KY,2135020,"Hartford city, Kentucky",2653,30,61313,10257,301,148,2444,122,11.345646437994723,7.8778741047870255,Hartford
DW,srf,25,SC,4534045,"Hilton Head Island town, South Carolina",37805,29,96715,7843,3158,531,28389,1019,8.353392408411587,24.9067583652956,Hilton Head Island
DW,srf,25,NM,3529860,"Glorieta CDP, New Mexico",559,309,48571,3596,38,51,515,303,6.797853309481217,7.871198568872984,Glorieta
DW,srf,25,IA,1971085,"Schaller city, Iowa",817,141,65909,7181,104,89,550,112,12.729498164014688,32.680538555691555,Schaller
DW,srf,25,IA,1969195,"Rudd city, Iowa",568,138,74000,7654,70,65,543,140,12.323943661971832,4.401408450704224,Rudd
DW,srf,25,VA,5173904,"South Hill town, Virginia",4737,19,58633,12659,909,309,2073,347,19.189360354654845,56.238125395820134,South Hill
DW,srf,25,FL,1277400,"White Springs town, Florida",717,203,40972,19377,182,87,259,80,25.383542538354252,63.877266387726635,White Springs
DW,srf,25,CO,0844980,"Limon town, Colorado",1572,197,46950,20617,115,51,1442,190,7.315521628498728,8.269720101781175,Limon
DW,srf,25,NC,3727280,"Graham city, North Carolina",17537,43,54783,2745,3125,609,9026,713,17.819467411757998,48.53167588527114,Graham
DW,srf,25,MI,2674980,"South Haven city, Michigan",3994,20,64338,9011,793,316,3101,254,19.854782173259892,22.35853780671006,South Haven
DW,srf,25,MI,2640960,"Iron Mountain city, Michigan",7508,31,56622,5195,845,293,6828,180,11.25466169419286,9.057005860415558,Iron Mountain
DW,srf,25,MI,2606900,"Belding city, Michigan",5949,46,55895,3432,1022,250,5226,307,17.179357875273155,12.153303076147253,Belding
DW,srf,25,MI,2618920,"Croswell city, Michigan",2667,390,55101,5619,385,204,2271,361,14.435695538057743,14.848143982002256,Croswell
DW,srf,25,IL,1753169,"Nokomis city, Illinois",2213,132,57625,10055,194,90,2121,143,8.766380478987799,4.157252598282881,Nokomis
DW,srf,25,WI,5514325,"Chetek city, Wisconsin",2017,231,59554,6060,276,118,1942,229,13.68368864650471,3.7183936539415043,Chetek
DW,srf,25,UT,4904060,"Beaver city, Utah",3632,16,82625,21660,221,228,3114,210,6.084801762114537,14.26211453744493,Beaver
DW,srf,25,WI,5554000,"Monticello village, Wisconsin",1186,162,70625,17567,85,41,1126,159,7.166947723440136,5.059021922428329,Monticello
DW,srf,25,MI,2607960,"Bessemer city, Michigan",1778,260,50792,14686,270,147,1610,243,15.185601799775029,9.448818897637807,Bessemer
DW,srf,25,WI,5560500,"Oshkosh city, Wisconsin",66247,43,61929,3089,9562,945,54695,856,14.433861155976874,17.43777076697812,Oshkosh
DW,srf,25,MI,2624290,"Eastpointe city, Michigan",34003,43,58196,5861,6158,1028,13103,1025,18.110166749992647,61.46516483839661,Eastpointe
DW,srf,25,WI,5545325,"Livingston village, Wisconsin",517,74,65625,12597,51,26,489,72,9.864603481624759,5.415860735009673,Livingston
DW,srf,25,WI,5508475,"Blue Mounds village, Wisconsin",873,108,74583,7653,103,60,840,104,11.798396334478808,3.7800687285223376,Blue Mounds
DW,srf,25,WI,5502375,"Appleton city, Wisconsin",74873,360,77450,2549,6146,822,59421,1058,8.208566505950076,20.63761302472186,Appleton
DW,srf,25,NV,3204100,"Baker CDP, Nevada",16,27,NA,NA,0,14,16,27,0,0,Baker
DW,srf,25,WI,5563250,"Platteville city, Wisconsin",11421,29,42667,4857,2260,434,10022,251,19.78810962262499,12.249365204447955,Platteville
DW,srf,25,NE,3109760,"Cody village, Nebraska",180,69,68594,9956,17,25,148,62,9.444444444444445,17.777777777777786,Cody
DW,srf,25,WI,5579375,"Theresa village, Wisconsin",1320,198,70959,3078,120,55,1242,178,9.090909090909092,5.9090909090909065,Theresa
DW,srf,25,GA,1353004,"Morrow city, Georgia",6519,21,61215,12369,1203,486,602,317,18.4537505752416,90.76545482435957,Morrow
DW,srf,25,WI,5570550,"St. Croix Falls city, Wisconsin",2469,316,63179,8473,170,111,2219,274,6.885378695828271,10.125556905629807,St. Croix Falls
DW,srf,25,CA,0638786,"Knights Ferry CDP, California",81,78,63375,20507,0,14,45,48,0,44.44444444444444,Knights Ferry
DW,srf,25,GA,1308480,"Blairsville city, Georgia",816,203,24167,8958,225,121,605,193,27.573529411764707,25.857843137254903,Blairsville
DW,srf,25,IA,1903610,"Auburn city, Iowa",172,52,57500,18584,15,11,166,52,8.720930232558139,3.4883720930232442,Auburn
DW,srf,25,GA,1321436,"Damascus city, Georgia",333,154,56023,13484,24,20,145,102,7.207207207207207,56.45645645645646,Damascus
DW,srf,25,AK,0238970,"Ketchikan city, Alaska",8151,25,76835,11226,1004,197,4158,158,12.317507054349159,48.987854251012145,Ketchikan
DW,srf,25,ME,2341925,"Machias CDP, Maine",1395,174,28047,7293,367,94,1263,176,26.30824372759857,9.462365591397841,Machias
DW,srf,25,IA,1954390,"Moulton city, Iowa",577,187,56806,12951,97,61,573,186,16.81109185441941,0.6932409012131728,Moulton
DW,srf,25,VA,5110072,"Brodnax town, Virginia",350,156,79375,41464,21,37,72,36,6,79.42857142857143,Brodnax
DW,srf,25,ME,2317705,"Dixfield CDP, Maine",1770,285,56250,16405,285,142,1615,307,16.101694915254235,8.757062146892665,Dixfield
DW,srf,25,ME,2309585,"Calais city, Maine",3087,38,48654,12506,654,194,2906,97,21.18561710398445,5.863297700032405,Calais
DW,srf,25,AR,0562150,"Salem city, Arkansas",1471,348,35679,4388,497,219,1347,335,33.786539768864714,8.429639700883754,Salem
DW,srf,25,NC,3734200,"Jacksonville city, North Carolina",73507,40,54069,5036,7265,1178,40797,1455,9.883412464119063,44.499163344987544,Jacksonville
DW,srf,25,IA,1903745,"Aurelia city, Iowa",905,138,68605,2950,44,26,867,135,4.861878453038674,4.198895027624303,Aurelia
DW,srf,25,NC,3718320,"Dunn city, North Carolina",8512,34,47310,5328,1546,344,4212,448,18.162593984962406,50.516917293233085,Dunn
DW,srf,25,VA,5103320,"Ashburn CDP, Virginia",45551,1936,152094,6961,1638,689,25453,1417,3.5959693530328645,44.121973172927056,Ashburn
DW,srf,25,NC,3775060,"Winterville town, North Carolina",10624,27,82783,12906,999,519,5887,614,9.40323795180723,44.58772590361446,Winterville
DW,srf,25,VA,5143176,"La Crosse town, Virginia",530,160,35938,6861,179,64,214,108,33.77358490566038,59.62264150943396,La Crosse
DW,srf,25,SD,4616260,"De Smet city, South Dakota",974,122,60139,9082,50,32,944,120,5.133470225872689,3.080082135523611,De Smet
DW,srf,25,IA,1959115,"Onawa city, Iowa",2862,16,54659,6486,447,171,2651,72,15.618448637316561,7.372466806429074,Onawa
DW,srf,25,AR,0536130,"Junction City city, Arkansas",564,251,35506,2632,96,80,227,116,17.02127659574468,59.751773049645394,Junction City
DW,srf,25,FL,1205075,"Belleair town, Florida",4350,21,117500,26754,251,122,3792,252,5.7701149425287355,12.827586206896541,Belleair
DW,srf,25,OH,3957582,"Oak Harbor village, Ohio",2555,350,46939,11626,191,111,2273,358,7.475538160469668,11.037181996086105,Oak Harbor
DW,srf,25,OH,3950134,"Milan village, Ohio",1591,445,95566,10174,68,68,1512,450,4.274041483343809,4.9654305468259,Milan
DW,srf,25,TN,4724360,"Erwin town, Tennessee",6001,18,45422,10721,921,310,5611,232,15.347442092984503,6.498916847192135,Erwin
